Timestamp,School Name,pumpkin_diameter,pumpkin_thickness,pumpkin_height,rubber-band_length,rubber-band_width,pumpkin_circumference,rubber-band_number,"If you video taped your explosion and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Teacher Name / Twitter Name,Comments,"If you video taped your destruction and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Teacher Name or Twitter Name,Make an Estimate!!!! - How many rubber bands will make this pumpkin explode?,"If you video taped your destruction and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Watch Act 3 to see the pumpkin explode! [watch only after estimating]
11/2/2017 11:10:54,south tech prepratory academy,0,5.08,40.64,19,3,99.06,600,,solomon,,,,300,,
11/2/2017 11:11:08,south tech prepratory academy,0,5.08,40.64,19,3,99.06,600,,solomon,,,,300,,
11/2/2017 11:11:15,South tech preparatory,30,2,16,60,10,1.27,345,,Solomon,,,,,,
11/2/2017 11:11:19,south tech prepratory academy,0,5.08,40.64,19,3,99.06,600,,solomon,,,,300,,
11/2/2017 11:13:19,southtech prep.Acadamey,24,20,45,19,3,11,566,,ms.solomon,,,,230,,
11/2/2017 11:13:35,South Tech Prepatory Academy ,16,2,16,19,3,1.27,623,,Solomon,,,,543,,
11/2/2017 11:13:56,south tech prep academy ,27,35,16,16,10,15,240,,salomon ,,,,,,
11/2/2017 11:13:57,Southtech Prepatory Academy,10,2,16,19,3,1.27,623,,Solomon,,,,367,,
11/2/2017 11:14:14,southtech preparatory academy,27,32,15,100,30,10,39,10,salomon,,,,,,
11/2/2017 11:14:18,South tech prep ,100,30,30,19,3,37,520,,solomon,,,,510,,
11/2/2017 11:15:13,south tech prep,58,40,14,54,49,68,47,,solomon,,,,602,,
11/2/2017 11:16:17,SouthTech Preparotory Academy,39,3,14,3,19,40,602,,S0L0M0N,,,,,,
11/2/2017 11:24:59,south tech prep academy ,27,35,16,16,10,15,240,10,salomon ,hello,,,,,
11/2/2017 11:38:44,Henry G. Izatt Middle School,30.5,5,28,15.2,1,101.5,660,,@MsCPry,"Tried with the sturdier appearing #24 elastic bands; ran out part way, still continued with the other #24 bands of same size but different texture.",,,700,,
11/2/2017 12:06:18,,18,2.5,14,8.5,5,57.5,150,,,"We missed recording the explosion by a couple of seconds...

Assikinack Public School Grade 7s",,,,,
11/2/2017 12:13:41,Assikinack Public School,16,3,14,8.5,5,59,172,https://drive.google.com/file/d/0B35wfSJjMUNfUEkzWEtfVmQtWm8/view,Mr. Launchbury,we submitted a response for our other pumpkin without our name. :(,,,,,
11/2/2017 12:35:45,Stpa,32,,27.94,19,3,101.6,480,,Solomon,,,,,,
11/2/2017 12:37:01,South Tech Prep,33,30,17,34,40,43,326,youtube.com//pumpkinexplosion,Ms.solomon,,,,400,,
11/2/2017 12:40:02,South Tech Prep,31,3,15,19,3,49,572,,Ms. Solomon,i jsut think that the experiment was cool,,,527,,
11/2/2017 12:40:58,south tech prep ,31,3,15,19,3,39,570,,solomon ,,,,700,,
11/2/2017 12:41:53,south tech prepartory,68.58,7,14,19,27,34,306,,solomon,,,,300,,
11/2/2017 12:42:20,stpa,34,6,17.5,20,10,34,347,,solomon,,,,,,
11/2/2017 12:42:25,South Tech Prepatory,35,12,15,20,7,39,570,,Solomon,,,,400,,
11/2/2017 12:42:25,South Tech Prep. ,68.58,7,35.56,19,3,86.39,306,,Solomon,,,,300,,
11/2/2017 12:43:01,STPA,35,12,15,20,7,39,570,,Solomon,,,,500,,
11/2/2017 12:44:09,southtech prep academy,10,,17,43,,0,367,,mrs.solomon,,,,400,,
11/2/2017 12:44:19,south tech,34,12,50,19,3,63,431,,solomon,depending how you put on the rubber band is decideing how it pops,,,430,,
11/2/2017 12:44:26,south tech prep academy,100,,38,,,100,572,,mrs.solomon,,,,,,
11/2/2017 12:44:30,southtech prepatory academy,20,2,14,19,3,34,306,,SOLOMON,,,,,,
11/2/2017 12:45:45,Soth Tech Prepatory Academy,12.7,24,11,,,40,480,,solomon,,,,500,,
11/2/2017 12:45:45,Southtch academy prepotory ,30,3,15,19,3,39,572,,Solomon,,,,500,,
11/2/2017 12:47:23,southtech prep academy,10,,17,,,43,367,,mrs.solomon,,,,400,,
11/2/2017 12:47:31,SouthTech Prep Academy,10,3,17,43,0,43,367,,Ms.Solomon,,,,400,,
11/2/2017 12:48:10,southtech prep academy,10,,17,,,43,367,,mrs.solomon,,,,400,,
11/2/2017 12:53:44,South Tech Prepartory Academy,68,3,14,4,3,34,306,,Mrs.Solomon,,,,400,,
11/2/2017 12:56:13,SouthTech Prep Academy,10,3,17,43,0,43,367,,Ms.Solomon,,,,400,,
11/2/2017 12:57:12,South Tech Prepatory Academy,82.1443,,25.4,,,101.6,480,,Soloman,,,,560,,
11/2/2017 12:59:03,stpa,37.7,,34.56,36.5,33.3,86.36,367,33.3,solomon,,,,,,
11/2/2017 13:37:01,CKSS,18.5,2.2,18.7,,,57,172,,Ms. Koh,"Why are pumpkins orange? 
",,,,,
11/2/2017 13:59:15,South tech prep,27.94,,29.21,19,3,96.52,308,,solomon,,,,,,
11/2/2017 13:59:18,South Tech Prep,31.95,2.54,9,19,3,100.33,650,,Mrs.Solomon,,,,350,,
11/2/2017 13:59:26,South Tech Prep,31.95,2.54,9,19,3,100.33,650,,Solomon,,,,350,,
11/2/2017 13:59:54,south tech prep,46.99,3.81,20.32,19,3,93.98,445,,Solomon,we named it frankie,,,400,,
11/2/2017 14:00:25,South Tech,27.94,,29.21,19,3,96.52,308,,Soloman,,,,,,
11/2/2017 14:00:32,south tech prepatory,13.75,1.5,10,19,3,35,650,,solomon,,,,254,,
11/2/2017 14:00:57,South Tech Preparatory,31.95,1,9,19,3,39.5,650,,Solomon,,,,,,
11/2/2017 14:01:46,SouthTech Prep. Academy,27.94,,29.21,19,3,96.52,308,,Solomon,,,,,,
11/2/2017 14:01:50,South Tech Prepatory Academy,46.99,9.652,20.828,48.26,3,93.98,445,,Solomon,,,,,,
11/2/2017 14:02:02,South Tech prep,27.94,10.16,29.21,19,3,96.52,308,,Solomon ,,,,,,
11/2/2017 14:02:46,SouthTech Prep,93.98,3.81,20.32,19,3,46.99,445,,SOLOMON,,,,199,,
11/2/2017 14:03:19,South Tech Prepatory Academy,30.48,3.81,25.4,19,3,101.6,278,,Ms. Solomon,,,,,,
11/2/2017 14:03:31,South Tech Prep,27.94,27.94,25.4,19,3,101.6,287,,Solomon,,,,287,,
11/2/2017 14:04:41,South Tech Prep,32.35,3.81,25.4,19,3,101.6,287,,Solomon,,,,,,
11/2/2017 14:20:21,huron heights secondary school,34.5,,35,0.02,,112.2,402,,ms. pazuk,,,,337,,
11/3/2017 9:23:12,st andrews ,30,3,29,15,1.16,100,0.15,,mrs.bendus,,,,269,,
11/3/2017 9:23:46,St.Andrews P.S,28,3.5,25,30,1.5,88,283,,Miss. Bendus,,,,217,,
11/3/2017 9:24:11,ST. Andrews,27.1,4.5,28,15.24,1.5,86,546,,Mandy Bendus,Hole in bottom of pumpkin,,,400,,
11/3/2017 9:28:20,st. andrews,15.6,30.5,28.5,32,0.16,49,193,,Mrs.bendas,,,,,,
11/3/2017 9:31:33,St. Andrews,30,3,29,15.2,0.15,100,264,,Bendus,,,,269,,
11/3/2017 11:51:09,St.Andrews,77,6,25,32,1.5,242,341,,Mrs.Bendus,,,,207,,
11/6/2017 9:05:11,South Tech Preparatory,34.8,2,39,19,3,34,618,,Solomon,,,,600,,
11/6/2017 9:05:50,SouthTech Prep. Academy,53.34,33.81,104.14,19,3,104.14,475,,Solomon,,,,519,,
11/6/2017 9:06:02,southtech prepotory acadamy,11.49,6.35,38.1,19,3,91.14,340,,mrs.solomon,,,,,,
11/6/2017 9:06:03,South Tech Prepatory Academy,29.20191084,6.35,38.1,19,3,91.694,340,,Ms.Solomon,,,,,,
11/6/2017 9:06:13,South Tech Prepatory Academy,29.20191084,6.35,38.1,19,3,91.694,340,,Ms.Solomon,,,,,,
11/6/2017 9:06:22,south tech prepatory academy,33.02,,99.06,19,3,86.36,618,,ms. Solomon,,,,,,
11/6/2017 9:07:28,South tech prep,11.49,6.35,38.1,16,3,91.694,340,,Mrs.Solomon,,,,340,,
11/6/2017 9:08:55,south tech preporatory academy,34.8,2,39,19,3,34,618,,mrs. solomon ,,,,600,,
11/6/2017 9:09:11,south tech preporatory academy,34.8,2,39,19,3,34,618,,solomon,,,,600,,
11/6/2017 9:10:13,South Tech Prepatory Academy,86,,,,,34.5,49,,Solomon,,,,458,,
11/6/2017 9:10:42,south tech prep,11.49,6.36,38.1,16,3,91.694,340,,Ms. solomon,,,,340,,
11/6/2017 9:11:24,South tech prep,41,4,41,19,3,41,475,,SOLOMEN,,,,300,,
11/6/2017 9:13:06,Southtech Preparatory Academy,28,5,42,19,3,93,422,,solumn,,,,300,,
11/6/2017 11:26:05,South Tech Preparatory,38.5,2,10,19,3,37,305,,SOLOMON,,,,305,,
11/6/2017 11:29:41,South Tech Prepatory,28,2,13,19,3,4,332,,Solomon,,,,257,,
11/6/2017 11:30:02,South Tech Preparatory Academy,30.48,2,10,19,3,37,405,,Solomon,,,,,,
11/6/2017 11:31:15,south tech prep,12,1.5,10,19,3,37,405,,solomon,,,,,,
11/6/2017 11:31:38,South Tech Preparatory Academy,30,5,10,19,1,93,405,,Solomon,,,,,,
11/6/2017 11:31:55,south tech prep,12,1.5,10,19,3,37,405,,solomon,,,,,,
11/6/2017 11:31:56,South Tech Preparatory Academy,30.48,5.08,25.4,19,3,93.98,405,,Solomon,,,,,,
11/6/2017 11:32:25,South Tech Prepatory Academy,30.87605896,3.81,25,19,3,97,337,,Solomon,,,,350,,
11/6/2017 11:32:26,South Tech Prepatory Academy,30.87,2,25,19,1,97,337,,Ms.Solomon,Pumkin Go Oof,,,400,,
11/6/2017 11:32:25,South tech prepatory academy,30.87605896,2.5,25,19,3,97,337,,Solomon,,,,,,
11/6/2017 11:32:46,south tech prep,12,1.5,10,19,3,37,405,,solomon,,,,,,
11/6/2017 11:32:59,South Tech Prep,28,,33,19,2,23,332,,SOLOMON,,,,332,,
11/6/2017 11:38:18,South Tech Preparatory Academy,11.94267516,5.08,38.1,19,3,37.5,485,?,Solomon,,,,400,,
11/6/2017 11:38:21,SouthTech Prep,11.94267516,5.08,38.1,19,3,95.25,485,,Mrs. Solomon,,,,,,
11/6/2017 11:44:22,South Tech Preparatory Academy (STPA) ,11.94267516,5.08,38.1,19,3,95.25,485,,Mrs.Solomon ,"The Pumpkin  went  skrrrahh, pap, pap, ka-ka-ka Skibiki-pap-pap, and a pu-pu-pudrrrr-boom  Skya, du-du-ku-ku-dun-dun Poom, poom",,,478,,
11/6/2017 12:50:45,south tech prep acadamy,13,,10,19,3,42,1000,,mrs.solomon,it exploded after class ended so I wasn't able to record the thickness of the pumkin,,,435,,
11/6/2017 12:51:14,South Tech Prepatory Academy,101.6,,11,19,3,105,353,,Solomon,,,,445,,
11/6/2017 12:52:37,south tech prep,13,,10,19,3,42,1001,,solomon,My groups pumpkin didn't explode until after our class.,,,,,
11/6/2017 12:53:24,South Tech Preperatory Academy,33,5,28,19,3,105,353,,Solomon,This was a very fun and interesting project that taught us a lesson and allowed us to have fun.,,,,,
11/6/2017 12:53:29,SouthTech Preparotory Academy,101.6,,33.02,19,3,32.3596,660,,S0L0M0N,,,,550,,
11/6/2017 12:54:04,southtechprep ,13,,10,19,3,42,1000,,ms.solomon,this was a total waste of my time but i had to do it because i didnt want to do book work. but i wasnt even there so lol!!!.,,,1000,,
11/6/2017 12:54:09,South Tech Preparatory Academy,24.13,2.5,20.32,19,3,76.2,252,,Mrs.Solomon,The pumpkin had 405 seeds.,,,253,,
11/6/2017 12:54:14,South Tech Preparatory Academy ,24.13,2.5,20.32,19,3,76.2,252,,Solomon ,,,,253,,
11/6/2017 12:54:52,South Tech Preparatory Academy,30.48,5,55.94,19,3,105,353,,Solomon,It was fun. I just hated when the rubber snapped.,,,359,,
11/6/2017 12:55:16,South tech prep,13,,10,19,3,42,1000,,SOLOMON,  My group pumpkin exploded after we left when it had 1000 bands when we got to 1000 bands all of our hands were tried.,,,1000,,
11/6/2017 12:55:36,south tech prep academy,30.48,2.08,27.94,19,3,109.22,350,,ms.solomon,,,,350,,
11/6/2017 12:55:52,south tech prep,30.48,5,55.94,19,3,105,353,,SOLOMON,,,,,,
11/6/2017 12:56:06,stpa,99.6,2,43.72,19,6,45.0595,660,,mr.solman,,,,,,
11/6/2017 12:56:56,South Tech Preparatory Academy,13,,10,19,3,42,1000,,Ms.Solomon,My hands were hurting and they got red and a little sticky.,,,,,
11/6/2017 12:58:12,South Tech Prep,101.6,,45.72,19,3,32.3596,660,,Mrs.Solomon,,,,635,,
11/6/2017 12:58:14,south tech preparotory,101.3,4,18,19,3,17.74,660,,solomon,,,,,,
11/6/2017 14:35:14,St.Andrews Public School,50,6,47.5,30,2,89,710,sure,Mrs.Bendus,nice round juicy pump,,,200,,
11/10/2017 11:10:33,"Glen Cairn Public School, Ottawa, Canada",15.5,2.9,17.1,8.9,1,58.3,509,,Ms. Francis,We ran out of rubber bands of the same size and had to use different sizes.,,,121,,
11/13/2017 10:57:08,fort frances high school,22,4,22,9,6,69,141,,Mr. Gibson,,,,200,,
11/14/2017 10:45:58,FFHS,26,3,24.5,9,5,9,51,,mr.gibbson ,,,,95,,
11/14/2017 10:46:08,Fort Frances High School ,26,3,245,9,5,9,51,,Mr.Gibson ,,,,200,,
11/14/2017 10:49:28,ffhs,26,3,24.5,9,5,9,51,,mr. gibson ,,,,120,,
11/14/2017 10:56:06,fort Frances high school ,26,2,24,8,1,92,51,,Mr. Gibson,,,,,,
11/14/2017 10:56:07,Muskies,15,3,17,5,1,48,76,,Gibby,ferda bois,,,22,,
11/14/2017 10:56:12,Fort high,15,3,17,5,1,48,76,,Gibson,Ferda bois,,,17,,
11/14/2017 10:59:24,Fort Frances High School,16,2.75,12.5,3,1,65,146,,Mr.Gibson,,,,150,,
11/14/2017 11:03:40,FFHS ,28,3.2,11,5,0.5,32,172,,John Gibson,,,,234,,
11/14/2017 11:08:05,,16,,12.5,,,65,146,,,,,,,,
10/16/2018 16:07:22,Waninittawingaang Memorial School,23,2,20,17,1,36,142,,Ms.Pires,,,,400,,
10/17/2018 13:02:07,Harrisonville Middle School,30,3,24,8.89,3.175,94,278,,Deatherage / Hutchens,,,,320,,
10/17/2018 13:03:18,Harrisonville Middle School,28.7,3.5,30,8.89,3.175,90,337,,Deatherage / Hutchens,,,,195,,
10/18/2018 10:30:37,,24.5,,25,19.5,0.5,77,187,https://youtu.be/laZT43qkWhA,,,,,163,,
10/18/2018 22:05:46,Murray Bridge HS (AUS),23.5,2.8,22.3,8.9,6,69.1,153,,Ruckert,This has been a good experience and the students enjoyed it. They watched the pumpkin implosion with anticipation.,,,250,,
10/19/2018 11:55:44,University of Ottawa,23.6,3,21,19.5,0.5,74,174,,@RealMcKie,,,,185,,
10/22/2018 9:17:00,Harrisonville Middle School,29.7,3,32,8.89,3.175,93.3,237,,Deatherage / Hutchens,,,,250,,
10/22/2018 9:21:15,Harrisonville Middle School,25,2.5,25,8.89,3.175,78.5,263,,Deatherage / Hutchens,,,,230,,
10/23/2018 13:35:20,Carson High School,20,2,22,7.8,,65,256,,@chlo_moe12,,,,479,,
10/24/2018 14:14:04,Calgary French and International School,28.55,4.5,24,8.9,5,89.7,338,,Math Department,,,,200,,
10/24/2018 16:36:07,John Polanyi CI,14,2.5,20,9,6,48,620,,John Toffoli / @johntoffoli,,,,~180,,
10/25/2018 18:45:33,Wendat Village Public School,21,5,22,,,74,350,,Renee VanKampen,We were not able to measure the width or length of the rubber band,,,400 elastic bands,,
10/26/2018 10:58:57,stouffville district secondary school,24,2,21,8.9,3,74,270,,ms.vankampen,,,,500,,
10/26/2018 11:04:14,Stouffville District Secondary School,24,2,21,8.9,3,74,270,,VanKampen,,,,400,,
10/26/2018 11:05:12,Stouffville District Secondary School,22.28,2.6,22.5,8.9,0.3,70,470,,Mrs. Van Kampen,,,,380,,
10/29/2018 12:44:09,Eschs,22,2.5,22,8.9,0.3,74,210,,"Mrs, chapleau",It took way less rubber bands then I thought!,,,,,
10/29/2018 12:47:08,E.S.C.H.S,24.6,3.3,26.5,8.9,3,90,201,,Ms.Chapleau ,Bigger pumpkins exploded faster ,,,201,,
10/29/2018 12:49:57,ESCHS,24,3.5,29.5,8.9,0.3,75,308,,Mrs.Chapleau,,,,,,
10/29/2018 12:50:15,Eschs,25,3.5,32,8.9,30,90,350,,Ms Chapleau,,,,500,,
10/29/2018 13:35:37,Duncan MacMillan High School,23,3,21,7.5,3,75,463,,Ping Lee,,,,450,,
10/29/2018 15:02:34,St. Anthony's School,24,4,27,20,0.6,68,90,,Miss O'Hagan,,,,300,,
10/30/2018 8:13:18,Major Ballachey,24.5,4,30,7,3,84,317,,Tara McFarling,Our bell rang at the end of the day so our project had to pause. The pumpkin exploded at 4 pm. We could have put more elastics on. ,,,267,,
10/30/2018 10:04:04,Stayner Collegiate Institute,21.5,3.3,22.5,10.1,0.5,75,158,,Mathews,"Pumpkin was tall and thin.  We used a ""thick"" elastic for this pumpkin.  Took 15 minutes to ""explode"".
Elastics placed around the middle of the pumpkin.",,,300,,
10/30/2018 10:04:11,Stayner Collegiate Instiitute,26,4,17,15.5,0.2,86.5,521,,Mathews,"This pumpkin was short and fat.  We used a ""thin"" elastic.  This pumpkin took 30 minutes to ""explode"".
Elastics were placed around the middle of the pumpkin.",,,750,,
10/30/2018 10:31:42,Forest Heights CI,24,3,24,8.9,0.6,75.4,150,,Mr. Merritt,Pumpkin was very ripe.,,,,,
10/30/2018 11:22:45,Prince of Wales,33,4,28.5,8.9,6,103.62,170,,Mr. Midgley,,,,295,,
10/30/2018 12:54:27,Forest Heights,23,1.5,22,8.9,6,72.2,180,,Mr. Merritt,Did not fully explode...only opened a little bit.,,,,,
10/30/2018 13:54:22,Prince of Wales,27,3.8,30,8.9,6,84.78,220,,Mr Midgley,,,,379,,
10/30/2018 14:17:50,Prince of Wales ,24,3,27,8.9,6,75.36,181,,Mr Midgley,,,,,,
10/30/2018 16:37:42,,7,2.1,8,1.2,10,13,253,,,,,,,,
10/31/2018 8:42:14,Lancaster High School,9,5,30,9,7,30.5,231,,@HollyLavender2,,,,200,,
10/31/2018 8:55:27,SKHS,25.7,4,25,8.89,0.635,80.8,280,,Kate Bubrick,One side had a softer dent in it. Seemed to withstand more rubberbands. Big pop though!,,,220,,
10/31/2018 9:16:08,Smiths Falls District Collegiate Institute,22.4,4,17.2,18.5,25,70.4,200,,M MacPherson,Soft spot on the pumpkin.  We recommended recording room temperature  mass of pumpkin and mass of elastics!  ,,,193,,
10/31/2018 9:33:45,Whitehall Vikings,14.6,2,14,14.5,5,46,90,,Mr. Boyd,,,,150,,
10/31/2018 10:08:09,Orangeville D.S.S,16,2.5,15,19,3,50.24,345,https://www.youtube.com/watch?v=FvCCwGEAQTw,Mr. Downe,,,,318,,
10/31/2018 10:11:05,,27,3.75,27.5,9,0.6,93,278,,,,,,204,,
10/31/2018 10:44:18,Henderson,25,2.5,22.5,,,78.5398,148,,Mrs. Hohwald,,,,221,,
10/31/2018 10:44:20,henderson,25.5,3,30,8.5,0.5,80.07,323,,hohwald,,,,265,,
10/31/2018 10:44:30,Henderson High School,23.5,4,27,,,73.5,206,,Mrs. Howoll,,,,203,,
10/31/2018 10:44:36,Henderson High School,29.5,3,25.5,18,0.6,92.7,205,,Joan Hohwald,Estimated: 230,,,,,
10/31/2018 10:45:06,Henderson,27,3.5,27.5,8.5,5,84,202,,Hohwald,,,,207,,
10/31/2018 10:45:27,B Reed Henderson High School,21,4.5,19.5,19,5,65.973,188,,Mrs. Hohwald,Very fun and interesting,,,172,,
10/31/2018 10:47:39,Henderson,23,5.5,22.5,9.2,6,72.3,440,,Mrs. Hohwald,Our pumpkin had warts all around the outside,,,251,,
10/31/2018 10:47:55,CHSS,24,3.5,27,20,0.5,75.36,138,,Mrs. Gascho,,,,,,
10/31/2018 10:49:52,CHSS,25,3,31,20,0.5,78.5,172,,Mrs. Gascho,,,,,,
10/31/2018 10:59:59,Lancaster High School,13,12,10,9,7,33,95,,,pumpkin may have been too old,,,235,,
10/31/2018 11:10:06,M. F. McHugh,26,4,36,17,5.5,85,256,,@KarynHepburn,,,,,,
10/31/2018 11:10:59,Calgary French and International School,21,3.5,21,8.9,,73.5,189,,Mme Caro,,,,171,,
10/31/2018 11:12:14,Lancaster High School,22,,24,9,7,68,124,,Holly Lavender,,,,235,,
10/31/2018 11:22:51,Orangeville District Secondary School,22.5,3,21,8.89,3,71,308,,Anna Snider,,,,,,
10/31/2018 11:23:04,ESCHS,24,3.5,29.5,8.9,0.3,75,308,,Mrs.Chapleau,,,,,,
10/31/2018 11:26:35,Timmins High & Vocational School,25,3.5,18,8,0.5,69,306,,Mr. Sullivan ,,,,,,
10/31/2018 11:26:50,TH&VS,24,3,20,9,1,75,196,,Mr. Sullivan ,,,,,,
10/31/2018 11:31:47,Thvs,22,2.5,23,,6.9,66.3,300,,Sullivan ,,,,60,,
10/31/2018 11:42:24,Prince of Wales,24.5,2.5,21,8.9,6,76.93,120,,Kennedy 7B,,,,,,
10/31/2018 11:45:55,Floradale PS,22.5,4,25.5,18,3,77,287,,T Fung,,,,245,,
10/31/2018 12:05:21,Calgary French and International School ,22,3.5,20,8.9,,75,214,,Mme Caro,,,,180,,
10/31/2018 12:15:31,Broad Street School,33.5,3.5,20.5,8.89,0.63,70,236,,Christina Mendolera @mrsmindidwa,,,,190,,
10/31/2018 12:16:17,Carmel High School,20.96,1,18.4,8.89,0.32,28.2,457,,Mr. Gomez,,,,150,,
10/31/2018 12:17:09,,20.21,2.5,14.5,3.5,0.125,63.5,237,,,,,,,,
10/31/2018 12:17:47,Carmel High School,10,2.6,16,8.9,0.375,66,484,,Gomez,,,,227,,
10/31/2018 12:21:31,Tay Shores ,26,3,25,15,2,75,240,,@Mr_bulovs,,,,700,,
10/31/2018 12:22:43,Lancaster High School Golden Gales,22.5,3.5,22.7,9,7,75.3,118,,Holly Lavender,,,,235,,
10/31/2018 12:37:19,South Kingstown High School,24,3.5,29,8.89,200,35,168,,Kate Bubrick,,,,156,,
10/31/2018 12:39:15,South Kingstown High School,28.6,3.5,30,5,12,90,166,,Kathleen Bubrick,,,,220,,
10/31/2018 12:48:57,Arthur Voaden SS,29,4,30,9,5,82,212,,@MsAGilbert,,,,220,,
10/31/2018 12:49:22,Henderson High School,23.5,2.75,73.827,,,23.5,132,,Mrs. Hohwald,,,,200,,
10/31/2018 12:50:11,Arthur Voaden,18,1,13.5,9,5,59,173,,@MsAGilbert,,,,215,,
10/31/2018 12:50:38,Merrickville Public School,19,4,19,10,4,65,172,,Dallas ,,,,100,,
10/31/2018 12:55:13,Arthur Voaden,30,4,29,9,5,89,136,https://youtu.be/bpcGiS02Iq0,@MsAGilbert,We made sure to pile up the elastics on top of each other as much as possible.,,,215,,
10/31/2018 12:56:04,Arthur Voaden,18.5,2.5,14,9,5,59,112,,@MsAGilbert,,,,215,,
10/31/2018 13:00:02,Henderson High School,23.5,3,24,,,73.83,180,,Mrs. Hohwald,,,,150,,
10/31/2018 13:00:11,Henderson,23,2.5,26,10,2,72.26,124,,Mrs. Howald,,,,357,,
10/31/2018 13:00:43,Henderson,25.5,3,27,,,80,202,,Hohwald,,,,135,,
10/31/2018 13:00:46,Henderson ,19.81,2.54,20.96,,,87.63,105,,Mrs. Hohwald,,,,50,,
10/31/2018 13:03:58,WalkervilleCcollegiate Institute,26,2.7,26,21.3,0.3,83,246,https://youtu.be/jvaENAmgx8E,Mrs. Aspinall,,,,225,,
10/31/2018 13:16:44,St. Ignatius Thunder Bay,34,3,23,8.9,3,80,415,,Mrs. Martin,,,,120,,
10/31/2018 13:17:32,St. Ignatius High School ,24,3,24,550,3,76,550,,Mrs. Martin ,The pumpkin was very cold making it harder to break,,,125,,
10/31/2018 13:17:49,Brad Fortier,35,3,40,8.9,3,80,555,,Mrs. Martin,,,,406,,
10/31/2018 13:17:53,St.Ignatius High School,26,3,27.5,8.9,3,79,392,,Mrs. Martin,,,,250,,
10/31/2018 13:20:08,CHSS,25.5,4.5,26,21,8,80.07,193,,Gascho,,,,,,
10/31/2018 13:32:59,CHSS,26,3.5,28,24,10,81.6,222,,Gascho,,,,,,
10/31/2018 13:40:54,Lancaster High School Golden Gales,22,2.5,24,9,7,69,55,,Holly Lavender,,,,206,,
10/31/2018 13:55:52,ASES ,27,10,20,17.5,2,80,625,,Kernohan,,,,266,,
10/31/2018 13:57:44,Vista Preparatory Academy,24,5.5,30.5,9,6,92,398,,Mariah Flores - GoinWith_TheFlo,"Video is not completed yet. Is there any way I can email the video link to you afterwards? If so, my email is mflores@rbuesd.org

Thank you!",,,225,,
10/31/2018 14:07:44,Whitehall Vikings,13,2,16,14,5,43.5,111,,Mr. Boyd,,,,150,,
10/31/2018 14:15:38,Prince of Wales,25.5,3.2,20.5,8.9,6,80.7,231,,Kennedy 6/7,,,,,,
10/31/2018 14:22:34,Brechin P.S.,26.75,3,29,16,1.5,84,57,,Copp,,,,218,,
10/31/2018 14:35:04,Prince of Wales,23,3.2,24,8.9,6,72.22,231,,Kennedy,,,,210,,
10/31/2018 15:24:34,Watson Lake HS,20,,19,8,3,63,215,,Marika Lacroix ,,,,,,
10/31/2018 15:48:20,Waterford District High School,27,3.6,27,30.5,1.5,90,47,,Jeff Dumoulin @JeffDumoulin,,,,120,,
10/31/2018 16:05:13,Waterford District High School,28,4,30,30.5,1.5,91,51,,Jeff Dumoulin @JeffDumoulin,,,,120,,
10/31/2018 16:06:36,Waterford District High School,28,4,28,30.5,1.5,91,67,https://twitter.com/JeffDumoulin/status/1057717254459031552,Jeff Dumoulin @JeffDumoulin,,,,120,,
10/31/2018 16:07:24,Waterford District High School,28,4.2,30,30.5,1.5,97,39,,Jeff Dumoulin @JeffDumoulin,,,,120,,
10/31/2018 17:12:36,Van Walleghem School,25.4,3.5,26,15.24,2,80,560,,@msvalcourt,,,,550,,
10/31/2018 18:08:41,Jarvis Collegiate Institute,28.5,3.4,21,9,1.6,89.4,373,,Ms. McPhee/@Ms_McPhee,"We should say... most of the rubber bands were this length and width. We had boxes of assorted rubber bands, and some of them were 7.6 cm long and some of them were 3.2 mm wide.",,,100,,
10/31/2018 18:53:34,St Ignatius ,24,9,21,,7,73,304,,Ms. Tombolan,,,,270,,
11/1/2018 8:55:37,Lake Bluff Elementary School,27,4,24,33,5,92,367,,@jtivador65,,,,"each student made their own estimate! They varied from 100-1,300!",,
11/1/2018 9:44:03,Rustin HS,25,,20,17,5,79,259,,tangmath,,,,,,
11/1/2018 10:03:57,North Marion Middle School,24,4.5,15,7.6,3,80,952,,Katrina Hall,,,,200,,
11/1/2018 10:23:28,Mississinawa Valley,16.5,2.5,15.5,8.5,0.5,49.5,265,,@gwen_bergman,,,,803,,
11/1/2018 10:28:30,2nd - North Marion Middle School,28,3.5,16.5,7.6,3,89,600,,,,,,,,
11/1/2018 10:29:28,3rd - North Marion Middle School,29,4,18,7.6,3,82,1215,,Katrina Hall,,,,,,
11/1/2018 10:30:24,4th - North Marion Middle School,28,3.5,13,7.6,3,89,370,,Katrina Hall,,,,,,
11/1/2018 11:07:27,Mississinawa Valley,16,,18.5,9,0.5,52.5,374,,@gwen_bergman,,,,400,,
11/1/2018 12:10:36,,24.5,2.5,29.2,8.89,0.6,82,202,0.64,,,,,,,
11/1/2018 13:02:58,Rockwood Centennial Public School ,31,4,36,8,0.5,100,188,,Mrs. Betts,,,,250,,
11/1/2018 13:22:27,Talladega County Central High,11,3.2,42,,,21,263,,@relativemats,,,,,,
11/1/2018 13:54:58,Rustin HS,82.5,3.5,24,190,30,82.5,190,,tangmath,,,,,,
